Id,Predicted
45894,270574.0
184619,739140.0
44807,326151.0
86934,343274.0
99343,393541.0
168916,528473.0
89276,703652.0
51815,325538.0
125813,429653.0
107171,415983.0
154642,403388.0
10072,332259.0
68097,312463.0
160821,495820.0
19655,307730.0
142752,461346.0
36940,306930.0
111126,411960.0
596,255522.0
71019,366868.0
4479,297960.0
55848,479401.0
85188,488670.0
125357,397385.0
14647,261930.0
162730,474115.0
150653,448633.0
120056,384198.0
169156,607517.0
67935,664811.0
174388,615102.0
182913,609516.0
54148,293492.0
131866,538068.0
149984,442354.0
159985,486112.0
95496,440956.0
112843,401232.0
49524,367532.0
27369,254938.0
30825,428947.0
169753,639421.0
92534,377575.0
129225,439139.0
13062,220890.0
130722,542188.0
134157,383063.0
165859,519462.0
66301,430558.0
83618,474307.0
107691,488853.0
105232,418997.0
48298,563260.0
40648,296003.0
71976,498741.0
72896,608491.0
74551,399535.0
44973,324916.0
29347,327690.0
141919,461629.0
106300,382250.0
131980,473272.0
133141,440898.0
3973,314199.0
40519,318130.0
180446,611680.0
175025,553928.0
75064,388391.0
18793,371985.0
149491,441511.0
154754,533007.0
132371,386611.0
134999,443011.0
165322,531671.0
108805,483586.0
140691,497812.0
156367,449302.0
85858,635188.0
152700,455820.0
185104,547720.0
70218,393594.0
10393,336168.0
165123,472170.0
55106,397952.0
88369,395447.0
41779,556400.0
130816,373085.0
31211,333297.0
166757,731558.0
108437,404165.0
185814,773744.0
73304,450133.0
148656,470180.0
84559,363261.0
151222,449121.0
2069,202128.0
182640,729528.0
157520,494010.0
153201,530135.0
51319,391300.0
167197,544835.0
56328,766345.0
7586,300551.0
4962,526732.0
17286,263417.0
17996,319559.0
136652,494359.0
107533,387310.0
35676,283132.0
63528,386781.0
88024,428340.0
92245,466378.0
121431,508508.0
117675,399242.0
134315,626874.0
80382,369300.0
5676,333033.0
85834,404720.0
7544,291069.0
76545,401022.0
182269,694658.0
115301,365500.0
184499,702293.0
89274,848258.0
96978,483661.0
22476,305452.0
43684,335329.0
103852,505477.0
6660,289199.0
149136,550924.0
55623,314279.0
154963,403541.0
118607,410473.0
66046,449816.0
50815,399026.0
88378,472181.0
47559,383116.0
96116,420538.0
31651,294366.0
141186,606211.0
142321,789824.0
47123,278889.0
176333,592961.0
3011,304442.0
68006,545488.0
183387,512014.0
36465,312905.0
39670,290420.0
173044,475480.0
7197,299722.0
35841,288693.0
185880,745044.0
64929,706947.0
99553,535907.0
59246,261654.0
122401,365746.0
5750,328627.0
54602,315970.0
57503,238921.0
139988,445492.0
61441,901745.0
3816,359609.0
157223,491927.0
45836,339317.0
155755,404042.0
1314,223063.0
172283,625907.0
183939,699487.0
102449,466819.0
130038,412419.0
69337,740960.0
59437,323523.0
100231,445051.0
184320,581453.0
121624,433058.0
175778,446448.0
49838,275172.0
112596,388724.0
92825,710783.0
3175,536048.0
20599,248938.0
90059,478171.0
8718,256026.0
56904,733901.0
140415,421391.0
45486,373343.0
72264,398652.0
102129,459032.0
5083,394462.0
23403,384165.0
57581,657931.0
165475,502284.0
88985,503061.0
30967,415545.0
19270,392660.0
39924,288574.0
52520,542414.0
151658,382978.0
145774,597804.0
52004,348299.0
109232,386265.0
32071,271460.0
421,234773.0
150070,451766.0
157555,411089.0
141514,347023.0
137558,533919.0
155571,404586.0
162016,517983.0
47743,339675.0
42863,351190.0
60316,366525.0
119376,522683.0
96534,470389.0
97787,472380.0
46854,257254.0
131197,387223.0
45750,351835.0
75580,548790.0
122938,478516.0
24952,294149.0
8713,239795.0
29044,300940.0
33794,420945.0
155354,505916.0
174630,679529.0
357,206292.0
52446,380652.0
173530,459762.0
9167,282050.0
2712,253906.0
34228,415247.0
14795,292894.0
101108,504866.0
182805,546147.0
101314,457574.0
71207,360500.0
24463,334283.0
161441,456313.0
62066,314843.0
140608,455319.0
9901,271796.0
167009,525183.0
70131,338970.0
111696,614553.0
69883,731688.0
68434,410713.0
10786,299623.0
104011,489368.0
108425,401847.0
120804,410833.0
26582,377942.0
20975,425231.0
134633,468808.0
97941,449517.0
107642,441308.0
161902,481106.0
100312,778023.0
95448,415445.0
21815,297772.0
149382,704538.0
74108,793856.0
123994,565571.0
146443,519823.0
108700,368072.0
22001,417425.0
74783,368004.0
119865,406006.0
141913,428907.0
74995,441460.0
135235,323183.0
48589,332014.0
914,221328.0
119943,395129.0
99440,356691.0
144341,599189.0
97930,542758.0
90951,361747.0
131041,416785.0
84731,468641.0
135546,745371.0
127448,475026.0
61300,298595.0
63131,374824.0
25238,347238.0
180340,529686.0
99506,372451.0
183854,621192.0
94910,466021.0
44500,297247.0
63085,365150.0
164640,744796.0
16313,341278.0
132985,415431.0
101842,344939.0
5938,458547.0
44937,337510.0
170855,544943.0
40121,266553.0
74424,411953.0
156663,532674.0
181734,685699.0
109020,550219.0
54192,317487.0
121171,499687.0
118207,644641.0
103252,453314.0
46896,250196.0
175241,625350.0
9111,495386.0
172947,457884.0
60940,459375.0
77395,402104.0
83691,488087.0
11241,349203.0
58884,311944.0
33511,326277.0
35455,225951.0
134929,454846.0
127658,480778.0
74414,405995.0
23654,328754.0
41430,274150.0
96127,475399.0
66839,381583.0
68946,443020.0
167240,726109.0
75029,474260.0
164287,414635.0
7830,307293.0
33316,303982.0
59853,411396.0
77185,407010.0
131362,296033.0
60057,418691.0
62703,517327.0
7301,276417.0
62430,442250.0
90275,475255.0
41898,708479.0
147521,391064.0
16961,348273.0
51376,318535.0
115157,426956.0
120634,592939.0
125261,388741.0
95547,421653.0
3515,308003.0
76413,321203.0
170768,550835.0
127634,474941.0
66815,583620.0
5490,382414.0
142611,413395.0
65774,743849.0
92958,543348.0
84749,302741.0
116909,553071.0
85064,361481.0
94989,557178.0
185937,695243.0
67686,457675.0
132595,474985.0
45139,432625.0
29101,368493.0
20069,344804.0
22550,217584.0
174839,610773.0
114955,524527.0
146788,430218.0
83092,541449.0
135246,405489.0
61802,895947.0
137382,415401.0
145401,467783.0
58300,307655.0
140496,343241.0
149481,471396.0
136826,488150.0
69083,576543.0
149913,365123.0
105985,449137.0
112379,454780.0
24595,296600.0
170528,518349.0
137587,675301.0
50622,401718.0
20491,245571.0
20537,263538.0
18157,343815.0
157941,757954.0
92700,683501.0
123974,519063.0
173075,433627.0
141277,449584.0
112473,387417.0
75725,529401.0
148084,645710.0
163134,537816.0
169551,462333.0
97936,506145.0
5409,382245.0
181576,538637.0
176565,604821.0
69920,585626.0
155355,440266.0
169526,514278.0
175592,1020018.0
11800,294995.0
76885,402117.0
150140,542434.0
15952,378796.0
163132,458368.0
182445,601839.0
1689,230724.0
43974,313264.0
15651,295023.0
51632,395343.0
44152,303818.0
79260,489150.0
126131,510514.0
146446,505507.0
35453,229390.0
24575,394853.0
153177,509640.0
11722,316913.0
13333,358512.0
155121,665056.0
101310,474262.0
53959,494155.0
23876,291489.0
126643,457800.0
86844,574895.0
53505,347355.0
180050,694646.0
1112,341995.0
181162,596574.0
57024,399546.0
87181,405202.0
1248,314483.0
59383,450137.0
162369,468501.0
133350,724731.0
99669,608412.0
34764,538938.0
62298,452904.0
35998,395502.0
1607,314823.0
32970,328585.0
26641,357638.0
175224,732811.0
110327,395351.0
156595,504814.0
163067,477442.0
60715,407769.0
150551,433758.0
58057,539408.0
175585,1132583.0
15757,301953.0
20005,316015.0
60657,412392.0
81819,440368.0
174859,639595.0
107651,559875.0
145839,492011.0
109597,390720.0
64677,352107.0
170987,423791.0
132448,585123.0
615,282158.0
328,357920.0
170503,520359.0
54169,397868.0
101792,418768.0
53716,286946.0
118305,448390.0
159348,449553.0
47524,282359.0
120095,458845.0
89161,522838.0
122216,371100.0
22639,230348.0
105567,758087.0
36501,283954.0
90278,475255.0
176235,569492.0
133638,445425.0
49178,381104.0
25528,330657.0
47155,403563.0
69881,633197.0
78321,503754.0
55247,292945.0
86287,802821.0
105381,414885.0
81889,391264.0
114435,322502.0
60550,298348.0
85101,401924.0
87805,546454.0
21257,359870.0
57009,326451.0
57447,332971.0
96458,481408.0
133136,442341.0
5000,270928.0
42652,399852.0
23784,381054.0
11571,302177.0
162263,542503.0
185322,608822.0
95243,474125.0
98025,442497.0
121413,494330.0
16255,322755.0
169864,575463.0
65094,308012.0
106745,407513.0
35269,348373.0
182962,732619.0
67245,300557.0
146159,547765.0
67199,338385.0
153321,547110.0
171081,716942.0
64169,500144.0
59992,319275.0
87375,458896.0
45489,367508.0
133891,390448.0
28201,370166.0
181799,588200.0
128771,687732.0
100544,446407.0
117827,545825.0
125112,584310.0
41283,316664.0
143488,452124.0
132026,496683.0
154774,530353.0
181316,597327.0
26452,278841.0
69192,605089.0
48876,283762.0
23995,276015.0
114699,340832.0
14429,445046.0
29310,401157.0
155233,334784.0
140675,470481.0
149085,421251.0
32887,296143.0
124252,508617.0
101533,434666.0
133377,452603.0
166041,476565.0
40559,363561.0
37378,505386.0
33652,379131.0
114468,325192.0
74715,438329.0
64519,667791.0
152802,477123.0
53278,336503.0
34834,332867.0
124152,555109.0
136017,525345.0
154630,410432.0
179253,748565.0
146936,553569.0
97021,335650.0
1925,311658.0
177820,564504.0
83330,463071.0
145449,341987.0
179983,660686.0
167017,511149.0
143174,477412.0
42152,320814.0
118433,345687.0
1085,308755.0
108,238037.0
21504,428035.0
29908,298022.0
70316,529846.0
147948,593815.0
98363,362357.0
162615,545886.0
13447,347786.0
181211,1025644.0
158809,482754.0
155623,463376.0
98150,354416.0
71979,576713.0
41846,471275.0
110154,385192.0
18305,381847.0
94821,382818.0
48673,435846.0
43984,331153.0
22290,260582.0
92650,405751.0
29386,395577.0
1810,368817.0
156154,437210.0
93822,567842.0
127679,482450.0
51871,306217.0
8150,328546.0
124650,447635.0
41453,351839.0
134106,437500.0
85212,687074.0
110858,399618.0
129207,534866.0
56369,942177.0
122046,348865.0
80517,394043.0
168013,600373.0
26047,400626.0
100969,406747.0
27240,224350.0
51867,408010.0
184767,850814.0
105710,426564.0
123195,416626.0
120616,440233.0
27126,316794.0
11811,304479.0
178381,599453.0
127074,446277.0
179534,563042.0
8432,316716.0
130518,342810.0
127324,481426.0
162711,453135.0
92750,553788.0
88080,423440.0
139501,303463.0
52121,386956.0
140776,497761.0
258,231179.0
90635,387275.0
125011,528498.0
89929,371980.0
55616,873157.0
143796,490827.0
164854,437367.0
122926,461857.0
68261,369941.0
142713,469490.0
81536,504829.0
121421,450610.0
73311,464187.0
180277,616641.0
128708,674377.0
180204,618047.0
77138,484838.0
162461,748489.0
39775,406284.0
125903,660700.0
106371,360083.0
178198,726078.0
16267,329842.0
134921,556528.0
106158,391408.0
93050,374747.0
141454,492488.0
93644,405582.0
43686,405115.0
157459,474735.0
92229,410199.0
27330,230572.0
44846,319745.0
178490,598651.0
12077,259794.0
173289,608821.0
104334,523176.0
30897,315619.0
27451,262763.0
441,278320.0
28528,303297.0
80302,702321.0
153339,716621.0
133873,817283.0
97142,454239.0
60133,767204.0
11493,330101.0
172125,626588.0
125657,532250.0
135834,427786.0
21497,441316.0
33068,317402.0
107676,393736.0
41602,338678.0
164242,498452.0
78229,565570.0
153717,373806.0
84170,706551.0
24662,322609.0
76220,538051.0
12697,243044.0
163429,531816.0
4753,318340.0
136174,497122.0
60783,509858.0
157864,535165.0
72622,454430.0
62301,438489.0
32531,294513.0
59317,460431.0
83255,492842.0
152904,434142.0
86929,392487.0
50519,329811.0
1999,225310.0
60828,484238.0
36514,298084.0
74380,427855.0
49172,340407.0
166486,460403.0
18610,277931.0
68142,393540.0
45431,404539.0
63158,374171.0
131637,436008.0
92884,519400.0
106513,474148.0
164649,459165.0
23422,313577.0
28506,448923.0
104557,584863.0
52553,390979.0
117870,472476.0
126500,587247.0
151129,497966.0
71900,489847.0
45526,479455.0
128725,822422.0
169640,520481.0
34730,345154.0
118255,714525.0
42296,285972.0
19810,298125.0
98813,439356.0
113906,414432.0
9532,365262.0
155597,538557.0
18045,247242.0
24885,362859.0
112445,549762.0
117797,615624.0
52337,327122.0
158022,550208.0
34393,371119.0
130435,396439.0
44300,230868.0
113439,460908.0
78135,388181.0
26104,798233.0
111287,438771.0
21086,398754.0
164435,441687.0
129911,396184.0
119934,398709.0
